ID,Severity,Event Type,Event Description,Generation Time,Status,Event Code,Suggestion
"268","Normal","System","The host was restarted due to unrecognized reason.","2024-02-20 00:32:49","Asserted","0x2C00000F",""
"267","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2024-02-17 18:00:32","Deasserted","0x29000002","N/A"
"266","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2024-02-17 18:00:32","Deasserted","0x29000002","N/A"
"265","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2024-02-17 17:57:19","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"264","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2024-02-17 17:57:18","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"263","Normal","System","The host was restarted due to unrecognized reason.","2024-02-17 17:57:11","Asserted","0x2C00000F",""
"262","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2024-02-16 01:40:45","Deasserted","0x29000002","N/A"
"261","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2024-02-16 01:40:42","Deasserted","0x29000002","N/A"
"260","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2024-02-16 01:37:32","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"259","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2024-02-16 01:37:32","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"258","Normal","System","The host was restarted due to unrecognized reason.","2024-02-16 01:37:23","Asserted","0x2C00000F",""
"257","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2024-02-11 11:06:04","Deasserted","0x29000002","N/A"
"256","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2024-02-11 11:06:00","Deasserted","0x29000002","N/A"
"255","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2024-02-11 11:02:54","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"254","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2024-02-11 11:02:54","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"253","Normal","System","The host was restarted due to unrecognized reason.","2024-02-11 11:02:43","Asserted","0x2C00000F",""
"252","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2024-02-11 03:20:48","Deasserted","0x29000002","N/A"
"251","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2024-02-11 03:20:44","Deasserted","0x29000002","N/A"
"250","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2024-02-11 03:17:35","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"249","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2024-02-11 03:17:35","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"248","Normal","System","The host was restarted due to unrecognized reason.","2024-02-11 03:17:25","Asserted","0x2C00000F",""
"247","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2024-02-08 06:41:04","Deasserted","0x29000002","N/A"
"246","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2024-02-08 06:41:03","Deasserted","0x29000002","N/A"
"245","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2024-02-08 06:37:53","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"244","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2024-02-08 06:37:50","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"243","Normal","System","The host was restarted due to unrecognized reason.","2024-02-08 06:37:41","Asserted","0x2C00000F",""
"242","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2024-02-08 06:06:31","Deasserted","0x29000002","N/A"
"241","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2024-02-08 06:06:31","Deasserted","0x29000002","N/A"
"240","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2024-02-08 06:03:21","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"239","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2024-02-08 06:03:17","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"238","Normal","System","The host was restarted due to unrecognized reason.","2024-02-08 06:03:09","Asserted","0x2C00000F",""
"237","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2024-02-06 00:53:23","Deasserted","0x29000002","N/A"
"236","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2024-02-06 00:53:19","Deasserted","0x29000002","N/A"
"235","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2024-02-06 00:50:10","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"234","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2024-02-06 00:50:10","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"233","Normal","System","The host was restarted due to unrecognized reason.","2024-02-06 00:50:00","Asserted","0x2C00000F",""
"232","Normal","RAID Card","RAID card 1 BBU is present (SN:033EFTBBL7032377, BN:03024JMY).","2024-02-03 11:30:32","Asserted","0x06000015",""
"231","Normal","RAID Card","RAID card 1 BBU is absent (SN:033EFTBBL7032377, BN:03024JMY).","2024-02-03 11:26:09","Asserted","0x06000013","Install BBU."
"230","Normal","RAID Card","RAID card 1 BBU is present (SN:033EFTBBL7032377, BN:03024JMY).","2024-02-03 11:00:21","Asserted","0x06000015",""
"229","Normal","RAID Card","RAID card 1 BBU is absent (SN:033EFTBBL7032377, BN:03024JMY).","2024-02-03 10:56:09","Asserted","0x06000013","Install BBU."
"228","Normal","BMC","iBMC security log has reached 90% space capacity.","2024-02-02 18:00:15","Deasserted","0x1A00001E","N/A"
"227","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2024-02-02 09:54:15","Deasserted","0x29000002","N/A"
"226","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2024-02-02 09:54:15","Deasserted","0x29000002","N/A"
"225","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2024-02-02 09:51:05","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"224","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2024-02-02 09:51:05","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"223","Normal","System","The host was restarted due to unrecognized reason.","2024-02-02 09:50:55","Asserted","0x2C00000F",""
"222","Normal","BMC","iBMC security log has reached 90% space capacity.","2024-01-27 20:02:16","Asserted","0x1A00001D","1. Export the security logs.2. Enable remote syslog dump."
"221","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2024-01-25 01:52:47","Deasserted","0x29000002","N/A"
"220","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2024-01-25 01:52:47","Deasserted","0x29000002","N/A"
"219","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2024-01-25 01:49:35","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"218","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2024-01-25 01:49:32","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"217","Normal","System","The host was restarted due to unrecognized reason.","2024-01-25 01:49:27","Asserted","0x2C00000F",""
"216","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2024-01-24 12:14:56","Deasserted","0x29000002","N/A"
"215","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2024-01-24 12:14:55","Deasserted","0x29000002","N/A"
"214","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2024-01-24 12:11:42","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"213","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2024-01-24 12:11:39","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"212","Normal","System","The host was restarted due to unrecognized reason.","2024-01-24 12:11:35","Asserted","0x2C00000F",""
"211","Normal","RAID Card","RAID card 1 BBU is present (SN:033EFTBBL7032377, BN:03024JMY).","2024-01-02 17:57:50","Asserted","0x06000015",""
"210","Normal","RAID Card","RAID card 1 BBU is absent (SN:033EFTBBL7032377, BN:03024JMY).","2024-01-02 17:53:42","Asserted","0x06000013","Install BBU."
"209","Normal","RAID Card","RAID card 1 BBU is present (SN:033EFTBBL7032377, BN:03024JMY).","2024-01-02 10:27:48","Asserted","0x06000015",""
"208","Normal","RAID Card","RAID card 1 BBU is absent (SN:033EFTBBL7032377, BN:03024JMY).","2024-01-02 10:23:42","Asserted","0x06000013","Install BBU."
"207","Normal","BMC","iBMC security log has reached 90% space capacity.","2023-12-07 06:24:09","Deasserted","0x1A00001E","N/A"
"206","Normal","BMC","iBMC security log has reached 90% space capacity.","2023-12-01 22:59:13","Asserted","0x1A00001D","1. Export the security logs.2. Enable remote syslog dump."
"205","Normal","RAID Card","RAID card 1 BBU is present (SN:033EFTBBL7032377, BN:03024JMY).","2023-11-27 05:57:04","Asserted","0x06000015",""
"204","Normal","RAID Card","RAID card 1 BBU is absent (SN:033EFTBBL7032377, BN:03024JMY).","2023-11-27 05:53:08","Asserted","0x06000013","Install BBU."
"203","Normal","BMC","iBMC security log has reached 90% space capacity.","2023-10-30 03:06:08","Deasserted","0x1A00001E","N/A"
"202","Normal","BMC","iBMC security log has reached 90% space capacity.","2023-10-28 11:30:50","Asserted","0x1A00001D","1. Export the security logs.2. Enable remote syslog dump."
"201","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 18:25:47","Deasserted","0x29000002","N/A"
"200","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-10-25 18:25:47","Deasserted","0x29000002","N/A"
"199","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 18:22:38","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"198","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-10-25 18:22:38","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"197","Normal","System","The host was restarted due to unrecognized reason.","2023-10-25 18:22:28","Asserted","0x2C00000F",""
"196","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 18:14:54","Deasserted","0x29000002","N/A"
"195","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 18:14:44","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"194","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 18:14:12","Deasserted","0x29000002","N/A"
"193","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-10-25 18:14:12","Deasserted","0x29000002","N/A"
"192","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-10-25 18:11:02","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"191","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 18:10:59","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"190","Normal","System","The host was restarted due to unrecognized reason.","2023-10-25 18:10:50","Asserted","0x2C00000F",""
"189","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 18:02:34","Deasserted","0x29000002","N/A"
"188","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-10-25 18:02:31","Deasserted","0x29000002","N/A"
"187","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 17:59:21","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"186","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-10-25 17:59:21","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"185","Normal","System","The host was restarted due to unrecognized reason.","2023-10-25 17:59:11","Asserted","0x2C00000F",""
"184","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 17:40:10","Deasserted","0x29000002","N/A"
"183","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-10-25 17:40:10","Deasserted","0x29000002","N/A"
"182","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 17:37:01","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"181","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-10-25 17:36:57","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"180","Normal","System","The host was restarted due to unrecognized reason.","2023-10-25 17:36:49","Asserted","0x2C00000F",""
"179","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 17:22:25","Deasserted","0x29000002","N/A"
"178","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-10-25 17:22:25","Deasserted","0x29000002","N/A"
"177","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-10-25 17:19:15","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"176","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 17:19:13","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"175","Normal","System","The host was restarted due to unrecognized reason.","2023-10-25 17:19:05","Asserted","0x2C00000F",""
"174","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 17:05:16","Deasserted","0x29000002","N/A"
"173","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 17:05:06","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"172","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 17:04:31","Deasserted","0x29000002","N/A"
"171","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-10-25 17:04:31","Deasserted","0x29000002","N/A"
"170","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 17:01:22","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"169","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-10-25 17:01:22","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"168","Normal","System","The host was restarted due to unrecognized reason.","2023-10-25 17:01:12","Asserted","0x2C00000F",""
"167","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 16:46:41","Deasserted","0x29000002","N/A"
"166","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-10-25 16:46:40","Deasserted","0x29000002","N/A"
"165","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 16:43:31","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"164","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-10-25 16:43:31","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"163","Normal","System","The host was restarted due to unrecognized reason.","2023-10-25 16:43:21","Asserted","0x2C00000F",""
"162","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 16:26:56","Deasserted","0x29000002","N/A"
"161","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-10-25 16:26:53","Deasserted","0x29000002","N/A"
"160","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 16:23:46","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"159","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-10-25 16:23:46","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"158","Normal","System","The host was restarted due to unrecognized reason.","2023-10-25 16:23:34","Asserted","0x2C00000F",""
"157","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 16:06:33","Deasserted","0x29000002","N/A"
"156","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-10-25 16:06:33","Deasserted","0x29000002","N/A"
"155","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 16:03:20","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"154","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-10-25 16:03:20","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"153","Normal","System","The host was restarted due to unrecognized reason.","2023-10-25 16:03:12","Asserted","0x2C00000F",""
"152","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 15:47:28","Deasserted","0x29000002","N/A"
"151","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 15:47:19","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"150","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 15:46:48","Deasserted","0x29000002","N/A"
"149","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-10-25 15:46:44","Deasserted","0x29000002","N/A"
"148","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-10-25 15:43:38","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"147","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 15:43:35","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"146","Normal","System","The host was restarted due to unrecognized reason.","2023-10-25 15:43:25","Asserted","0x2C00000F",""
"145","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 15:26:23","Deasserted","0x29000002","N/A"
"144","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-10-25 15:26:23","Deasserted","0x29000002","N/A"
"143","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 15:23:14","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"142","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-10-25 15:23:14","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"141","Normal","System","The host was restarted due to unrecognized reason.","2023-10-25 15:23:04","Asserted","0x2C00000F",""
"140","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 15:07:22","Deasserted","0x29000002","N/A"
"139","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 15:07:12","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"138","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 15:06:38","Deasserted","0x29000002","N/A"
"137","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-10-25 15:06:38","Deasserted","0x29000002","N/A"
"136","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 15:03:28","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"135","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-10-25 15:03:28","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"134","Normal","System","The host was restarted due to unrecognized reason.","2023-10-25 15:03:18","Asserted","0x2C00000F",""
"133","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 14:46:52","Deasserted","0x29000002","N/A"
"132","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-10-25 14:46:52","Deasserted","0x29000002","N/A"
"131","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 14:43:39","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"130","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-10-25 14:43:39","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"129","Normal","System","The host was restarted due to unrecognized reason.","2023-10-25 14:43:31","Asserted","0x2C00000F",""
"128","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 14:23:03","Deasserted","0x29000002","N/A"
"127","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-10-25 14:23:03","Deasserted","0x29000002","N/A"
"126","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 14:19:53","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"125","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-10-25 14:19:53","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"124","Normal","System","The host was restarted due to unrecognized reason.","2023-10-25 14:19:43","Asserted","0x2C00000F",""
"123","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 14:01:14","Deasserted","0x29000002","N/A"
"122","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-10-25 14:01:14","Deasserted","0x29000002","N/A"
"121","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 13:58:05","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"120","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-10-25 13:58:04","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"119","Normal","System","The host was restarted due to unrecognized reason.","2023-10-25 13:57:54","Asserted","0x2C00000F",""
"118","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 13:35:18","Deasserted","0x29000002","N/A"
"117","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-10-25 13:35:18","Deasserted","0x29000002","N/A"
"116","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 13:32:09","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"115","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-10-25 13:32:06","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"114","Normal","System","The host was restarted due to unrecognized reason.","2023-10-25 13:31:57","Asserted","0x2C00000F",""
"113","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 13:15:25","Deasserted","0x29000002","N/A"
"112","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-10-25 13:15:25","Deasserted","0x29000002","N/A"
"111","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 13:12:15","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"110","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-10-25 13:12:12","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"109","Normal","System","The host was restarted due to unrecognized reason.","2023-10-25 13:12:04","Asserted","0x2C00000F",""
"108","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 12:40:10","Deasserted","0x29000002","N/A"
"107","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 12:40:01","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"106","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 12:39:29","Deasserted","0x29000002","N/A"
"105","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-10-25 12:39:26","Deasserted","0x29000002","N/A"
"104","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 12:36:17","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"103","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-10-25 12:36:16","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"102","Normal","System","The host was restarted due to unrecognized reason.","2023-10-25 12:36:07","Asserted","0x2C00000F",""
"101","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 12:25:11","Deasserted","0x29000002","N/A"
"100","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-10-25 12:25:11","Deasserted","0x29000002","N/A"
"99","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-10-25 12:22:01","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"98","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 12:21:55","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"97","Normal","System","The host was restarted due to unrecognized reason.","2023-10-25 12:21:51","Asserted","0x2C00000F",""
"96","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 10:40:04","Deasserted","0x29000002","N/A"
"95","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-10-25 10:40:04","Deasserted","0x29000002","N/A"
"94","Normal","Port","NIC 1 (TM280) Port 1 disconnected.","2023-10-25 10:36:50","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"93","Normal","Port","NIC 2 (TM280) Port 1 disconnected.","2023-10-25 10:36:47","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"92","Normal","System","The host was restarted due to unrecognized reason.","2023-10-25 10:36:43","Asserted","0x2C00000F",""
